gene,Mito,ConA,WGA,DAPI,Phalloidin,Sum,,,
RAB8A,15,4,15,15,30,81,,,
RPL24,39,4,6,16,9,81,,,
SLC25A38,13,15,17,20,7,81,,,
SLC39A13,26,4,19,4,21,81,,,
SLC3A2,18,6,21,6,30,81,,,
SOD1,19,9,11,29,7,81,,,
TARBP1,19,16,33,3,7,81,,,
TCEA1,18,11,15,7,25,81,,,
TNFSF9,13,29,18,15,6,81,,,
TRPC1,43,10,14,5,6,81,,,
ZNF816,28,9,14,7,22,81,,,
ADAMTS3,21,29,10,8,12,80,,,
AGAP1,36,15,11,12,5,80,,,
AKAP6,21,8,6,4,27,80,,,
ASCC1,19,14,14,21,9,80,,,
C10orf126,9,17,43,3,5,80,,,
C2orf44,16,12,13,18,11,80,,,
CASP10,46,3,17,6,9,80,,,
CBWD6,11,7,28,24,6,80,,,
CCT7,14,8,13,16,20,80,,,
CD6,12,28,22,7,5,80,,,
CEP57,23,5,12,14,25,80,,,
CHST15,33,16,7,16,5,80,,,
CRYM,9,25,27,15,4,80,,,
FOLH1B,20,8,27,18,7,80,,,
FPR1,12,4,18,9,31,80,,,
GABPB2,30,32,13,0,6,80,,,
GOLGA8B,9,13,35,10,10,80,,,
ITIH4,32,14,24,3,5,80,,,
KCTD21,15,13,6,2,38,80,,,
LOC101927503,43,14,9,3,4,80,,,
LOC101927509,13,12,27,21,6,80,,,
LOC102725180,16,12,17,22,5,80,,,
LRRTM4,12,8,25,23,8,80,,,
MEF2B,32,8,15,13,4,80,,,
NAA60,25,8,16,4,29,80,,,
NUP214,18,4,20,27,6,80,,,
NUP35,28,26,10,7,6,80,,,
PCDHGA9,10,18,45,7,2,80,,,
PDE1C,35,11,21,10,6,80,,,
PDHX,18,6,11,8,34,80,,,
PDPN,21,27,25,2,4,80,,,
PLAGL2,44,5,10,4,9,80,,,
PMVK,15,8,18,9,27,80,,,
PPWD1,19,23,8,15,8,80,,,
PRDM11,21,12,11,27,7,80,,,
PSORS1C2,18,16,14,20,3,80,,,
PSTPIP1,16,11,39,7,4,80,,,
RAD21,22,7,16,25,6,80,,,
RASSF2,14,23,10,7,18,80,,,
RPL7,29,10,8,19,15,80,,,
SEC22B,17,9,42,4,2,80,,,
SGCE,21,23,19,6,8,80,,,
SH2D2A,38,10,7,5,14,80,,,
SLC35E4,17,35,15,7,2,80,,,
SMIM26,17,13,17,26,7,80,,,
TAF11,16,15,20,4,22,80,,,
TAF12,19,3,15,24,8,80,,,
THG1L,11,19,40,9,3,80,,,
TRPM6,10,9,49,3,4,80,,,
UBE2O,31,23,16,3,5,80,,,
UQCRQ,18,9,17,23,10,80,,,
WASHC3,13,25,15,9,10,80,,,
WDR60,19,12,14,5,25,80,,,
ZNF787,51,3,12,8,4,80,,,
ANLN,17,15,15,19,4,79,,,
ANXA13,33,7,20,2,10,79,,,
AP3D1,30,5,7,18,9,79,,,
BARHL2,16,31,18,6,3,79,,,
BPTF,12,4,33,13,12,79,,,
C19orf24,19,7,10,19,12,79,,,
CAVIN2,16,7,16,11,21,79,,,
CD151,16,7,3,34,16,79,,,
CDKL4,33,10,11,14,4,79,,,
CLDND2,9,2,41,3,21,79,,,
COPZ1,37,24,6,4,4,79,,,
CXorf57,25,11,13,23,5,79,,,
DHFRL1,25,12,5,4,25,79,,,
DKK3,17,2,33,13,15,79,,,
FNDC3B,8,14,47,1,7,79,,,
HOXB3,37,5,7,8,17,79,,,
IL2RB,20,38,15,2,2,79,,,
KRT10,14,11,44,3,4,79,,,
LOC101927572,30,9,13,3,20,79,,,
LOC107987389,33,11,15,10,4,79,,,
MEN1,12,6,15,14,34,79,,,
MGA,25,7,20,4,21,79,,,
MMP21,24,8,35,6,0,79,,,
MRPS6,18,16,10,8,22,79,,,
MYO6,7,27,38,4,1,79,,,
NDUFB6,13,4,9,7,47,79,,,
NPTN,13,18,11,23,11,79,,,
NT5DC3,20,26,19,8,2,79,,,
PCP4L1,23,26,18,4,3,79,,,
PDE8A,32,12,9,5,15,79,,,
PHC3,29,23,4,9,11,79,,,
POLR3H,11,24,4,16,19,79,,,
PPP1R9B,25,27,3,4,7,79,,,
PPP2R4,20,23,17,3,12,79,,,
PRR12,19,9,12,28,16,79,,,
PSMB7,15,7,33,7,11,79,,,
PSMF1,6,19,47,6,3,79,,,
PUM1,16,8,17,24,10,79,,,
RASIP1,10,25,26,5,12,79,,,
SALL4,21,8,11,14,19,79,,,
SFTPD,19,35,17,4,1,79,,,
SHISA9,15,8,27,0,21,79,,,
SKAP1,22,4,8,19,19,79,,,
SLC3A1,21,24,17,8,5,79,,,
SUOX,22,5,10,17,26,79,,,
TCTN1,44,5,7,9,9,79,,,
ULK3,11,3,55,6,4,79,,,
USH2A,43,14,4,7,6,79,,,
USP43,7,8,47,10,8,79,,,
WDR66,10,18,19,6,19,79,,,
XPOT,22,13,8,19,11,79,,,
YWHAZ,35,12,7,10,5,79,,,
ZNF644,17,9,18,6,23,79,,,
ZNF778,13,25,30,5,4,79,,,
ALDH3A1,20,10,14,18,6,78,,,
ATOH8,12,24,20,5,9,78,,,
AVEN,24,25,18,8,3,78,,,
AXIN1,11,10,19,23,13,78,,,
CCDC18,36,18,9,4,7,78,,,
CCDC8,33,10,19,8,5,78,,,
CD33,15,1,18,22,13,78,,,
CHD7,24,17,7,22,4,78,,,
CNKSR2,12,4,27,23,6,78,,,
COX6A1,18,16,14,7,19,78,,,
CRY2,11,7,15,10,33,78,,,
DLEC1,39,21,4,8,2,78,,,
DPYSL3,23,5,7,21,13,78,,,
DVL3,39,10,14,7,2,78,,,
EARS2,20,6,8,7,34,78,,,
FAT1,11,14,21,6,19,78,,,
FBXL20,10,11,10,26,23,78,,,
FBXO36,20,27,12,4,11,78,,,
FGF10,15,6,42,5,5,78,,,
FKBP9,33,4,15,9,12,78,,,
FZR1,16,24,18,10,3,78,,,
GGCT,41,19,8,5,3,78,,,
GLIPR2,14,11,18,19,11,78,,,
HCFC1,32,9,23,9,6,78,,,
IDH2,35,8,13,12,5,78,,,
IKBKG,27,23,15,6,7,78,,,
INTS13,22,9,39,4,3,78,,,
KLHL11,16,16,13,29,6,78,,,
LINC00483,19,10,13,22,10,78,,,
LOC105371215,9,9,21,9,25,78,,,
LOC107984648,25,8,16,23,3,78,,,
LOC110117498,18,17,12,28,2,78,,,
LSM2,13,31,5,15,4,78,,,
MAG,12,23,31,8,2,78,,,
MRPL35,20,8,6,13,23,78,,,
MTIF2,32,4,22,9,4,78,,,
MYOM1,18,10,35,12,3,78,,,
N4BP2,28,15,8,7,19,78,,,
NCOA6,16,17,17,9,20,78,,,
NIT2,34,13,14,8,8,78,,,
NOL11,30,28,8,12,1,78,,,
NSFL1C,38,6,17,7,7,78,,,
PCID2,20,13,20,18,4,78,,,
PES1,23,15,7,18,6,78,,,
PHF8,41,18,9,3,3,78,,,
PSKH1,6,35,20,11,8,78,,,
PTH2R,20,24,20,3,4,78,,,
RABAC1,10,5,41,14,9,78,,,
RPS14,40,5,10,5,16,78,,,
RRP1,20,15,9,18,13,78,,,
SCAI,18,38,15,4,1,78,,,
SEC24C,14,13,12,30,11,78,,,
SRRM3,39,14,14,4,6,78,,,
TEAD4,32,16,6,14,8,78,,,
TNFRSF4,26,8,15,2,20,78,,,
TRAPPC3,16,7,47,5,5,78,,,
TRMT1,17,11,8,34,6,78,,,
TUBB2B,15,25,26,7,2,78,,,
WDR34,12,20,10,28,5,78,,,
ALDH18A1,14,8,16,16,20,77,,,
ANAPC4,18,6,8,33,8,77,,,
AP5S1,17,9,8,21,15,77,,,
BCAR3,19,13,9,11,19,77,,,
C20orf96,37,17,6,5,5,77,,,
CCDC77,21,26,9,13,6,77,,,
CCSER2,17,5,40,4,3,77,,,
CDH15,8,2,17,13,32,77,,,
CES1,22,10,12,3,29,77,,,
CHORDC1,34,5,2,2,32,77,,,
DCTN2,8,7,19,13,21,77,,,
EIF4ENIF1,44,5,5,8,7,77,,,
FAM110C,31,5,9,18,14,77,,,
GADD45GIP1,38,5,6,5,14,77,,,
GATA6,17,25,11,4,12,77,,,
GIGYF2,16,29,7,5,18,77,,,
HSD11B1,32,6,15,9,8,77,,,
HSPA13,18,7,22,3,24,77,,,
LOC101060179,17,14,14,5,22,77,,,
LOC107984745,23,14,9,20,4,77,,,
LSM5,22,15,11,20,2,77,,,
MESDC1,12,8,8,32,10,77,,,
MGME1,33,11,14,7,3,77,,,
MRPL54,10,6,21,8,35,77,,,
MRPS7,20,9,10,24,11,77,,,
MYL12B,16,10,7,18,16,77,,,
NFE2,24,9,8,20,10,77,,,
NGLY1,20,14,9,15,22,77,,,
NTPCR,6,3,29,8,20,77,,,
OR7C1,10,29,15,2,23,77,,,
ORC1,12,10,9,26,12,77,,,
PPP2R5A,13,11,18,29,1,77,,,
RAB11A,7,9,34,10,8,77,,,
RHOBTB2,39,5,13,12,2,77,,,
RPS3A,15,33,15,8,1,77,,,
SAMD11,10,5,40,9,9,77,,,
SCAMP5,12,6,5,22,23,77,,,
SCYL3,22,25,11,2,10,77,,,
SLC22A18,32,6,25,7,1,77,,,
SLFN13,19,13,8,20,15,77,,,
SORBS3,23,13,9,7,21,77,,,
SULT1A2,15,25,30,4,1,77,,,
SUN2,20,3,6,20,24,77,,,
TANK,26,6,12,22,11,77,,,
TMEM35B,30,12,8,5,19,77,,,
TP53RK,15,11,19,23,7,77,,,
TRIM16L,9,9,38,2,16,77,,,
TSSC4,28,6,11,5,26,77,,,
UBE2G2,23,4,18,7,26,77,,,
UBE2M,37,9,4,14,13,77,,,
UBE3D,10,16,8,25,14,77,,,
USP31,24,3,4,17,19,77,,,
XRRA1,15,16,18,4,23,77,,,
YIPF6,14,10,39,2,8,77,,,
ZEB1,12,5,19,12,23,77,,,
ZNHIT6,30,5,9,7,22,77,,,
ZNRF1,18,9,13,22,10,77,,,
ABCB4,9,5,40,1,10,76,,,
ABTB1,41,8,11,9,2,76,,,
ANKRD9,39,11,13,7,6,76,,,
APP,17,24,23,6,4,76,,,
BTF3L4,34,18,7,11,5,76,,,
C11orf70,34,7,12,10,6,76,,,
C14orf119,26,9,8,28,3,76,,,
CDIPT,11,8,35,10,6,76,,,
CDK3,32,3,13,5,20,76,,,
CDRT1,9,5,41,9,8,76,,,
CHRM5,13,7,20,7,27,76,,,
COL4A3,24,9,16,3,19,76,,,
CPNE7,21,27,23,4,5,76,,,
FILIP1L,39,17,9,2,2,76,,,
FLT3LG,20,10,10,13,22,76,,,
GCLC,14,3,40,1,13,76,,,
INTS14,10,12,33,18,6,76,,,
LAS1L,45,15,3,8,4,76,,,
LMX1B,9,25,29,4,2,76,,,
LOC100996414,32,10,20,4,8,76,,,
LOC101060254,16,7,33,4,12,76,,,
LOC105377372,16,25,29,3,3,76,,,
LOC105378577,38,13,11,5,8,76,,,
LOC107985803,25,30,12,5,4,76,,,
MIPEP,33,13,5,12,4,76,,,
MRM1,40,16,9,8,1,76,,,
MTMR11,27,28,12,1,4,76,,,
NECAB3,20,28,5,3,15,76,,,
NOA1,10,30,18,5,9,76,,,
NT5C,19,23,18,3,3,76,,,
NUDT4,6,25,35,5,1,76,,,
P2RX5,11,26,24,3,11,76,,,
PARK7,38,9,11,3,4,76,,,
PFKP,13,27,28,5,3,76,,,
PKM,8,8,19,9,24,76,,,
PLEKHG4B,18,5,12,22,15,76,,,
PLEKHN1,32,9,15,9,6,76,,,
RAC2,32,13,16,8,5,76,,,
RASL12,12,6,43,4,6,76,,,
SLC25A51,13,7,21,2,29,76,,,
SOX18,32,3,14,11,7,76,,,
SPATA32,7,6,31,23,10,76,,,
TCOF1,12,10,12,3,28,76,,,
TFAP2A,9,20,12,13,24,76,,,
TLR3,23,26,12,9,4,76,,,
TMEM50B,41,27,3,0,2,76,,,
TMEM80,13,7,39,5,4,76,,,
TMEM86A,14,3,15,5,38,76,,,
TMPO,9,24,26,2,12,76,,,
TUBB,22,10,7,18,5,76,,,
VPS4A,18,9,12,28,5,76,,,
ZNF177,26,12,34,3,0,76,,,
ZNF564,17,18,12,24,5,76,,,
ADARB1,7,15,15,20,11,75,,,
AP3B2,40,19,6,1,8,75,,,
ARL10,40,5,7,9,9,75,,,
ATP11B,20,9,4,27,17,75,,,
ATP5F1,35,9,5,14,3,75,,,
CAD,19,5,16,19,17,75,,,
CCDC22,17,1,19,10,22,75,,,
CD63,34,11,11,16,3,75,,,
DDX56,22,2,8,19,17,75,,,
DLD,19,6,15,6,28,75,,,
ENTHD2,12,8,16,19,9,75,,,
FAM185A,18,5,8,27,4,75,,,
FECH,54,3,7,5,1,75,,,
GOLGA6L4,6,6,49,6,8,75,,,
HDAC5,33,15,15,4,0,75,,,
HIST2H2AA4,17,2,15,20,21,75,,,
HOXA9,33,14,5,6,14,75,,,
HOXD11,16,12,34,4,9,75,,,
LAMP5,12,12,37,5,8,75,,,
LOC100996763,17,8,14,21,6,75,,,
LOC105373780,19,9,14,20,12,75,,,
MAPK6,19,12,18,19,7,75,,,
MCUB,16,8,20,19,8,75,,,
MRPL43,13,18,6,6,25,75,,,
NCK1,23,25,12,9,6,75,,,
PTX4,15,9,36,6,6,75,,,
RAB11FIP5,13,5,13,29,7,75,,,
RCOR1,25,25,4,4,10,75,,,
RPL37A,24,4,11,15,21,75,,,
RPL6,25,3,7,21,10,75,,,
RUVBL2,14,29,19,11,4,75,,,
SH2D3A,14,3,29,8,19,75,,,
SNAI1,11,7,36,11,8,75,,,
SNRNP48,19,10,17,21,4,75,,,
SSBP3-AS1,15,24,15,3,15,75,,,
SYNE2,12,11,20,20,2,75,,,
TAF9B,15,19,8,29,2,75,,,
TBC1D22A,15,6,19,26,7,75,,,
TEX10,41,9,5,7,14,75,,,
TIPIN,17,6,23,18,7,75,,,
TIPRL,16,10,19,21,4,75,,,
TSEN34,34,13,8,4,12,75,,,
TTC21B,23,18,33,1,0,75,,,
USP13,14,10,16,5,26,75,,,
ABCC6,15,18,6,7,25,74,,,
AP2A1,35,16,14,3,4,74,,,
ATP5J2,12,13,11,21,5,74,,,
BEND6,12,6,33,9,12,74,,,
BRD9,13,24,4,6,22,74,,,
C1orf111,14,14,16,18,6,74,,,
C4BPA,6,8,31,7,22,74,,,
CARD10,21,16,11,18,7,74,,,
CELSR3,15,8,15,12,23,74,,,
CHST2,13,8,35,5,6,74,,,
CLINT1,10,5,49,5,5,74,,,
DHRS12,16,25,23,2,6,74,,,
EMC8,10,11,41,5,3,74,,,
ENY2,14,7,12,29,2,74,,,
FAM169A,11,28,19,12,4,74,,,
GCDH,13,12,18,3,26,74,,,
GDF15,6,6,43,4,10,74,,,
GPRC5D,38,7,7,10,6,74,,,
HDAC9,5,6,51,6,5,74,,,
HMGN3,33,19,6,9,5,74,,,
ISPD,10,16,34,8,2,74,,,
KCNJ2,13,7,12,18,22,74,,,
KIF4B,17,6,37,9,1,74,,,
LCN10,19,10,10,21,7,74,,,
LOC107984236,22,27,11,9,7,74,,,
LOC112268140,34,7,11,8,10,74,,,
MB21D2,10,8,12,8,28,74,,,
MRPS9,32,10,13,6,7,74,,,
NAGA,16,10,13,28,4,74,,,
NOM1,16,5,5,22,26,74,,,
PPT2,11,30,19,14,0,74,,,
PRDM10,35,10,7,13,3,74,,,
PSMB3,26,4,12,14,21,74,,,
RHD,15,8,38,5,5,74,,,
RNF115,12,11,9,12,25,74,,,
RPS7,17,9,20,19,6,74,,,
S100B,18,11,8,12,23,74,,,
SIX3,12,23,26,8,2,74,,,
TBCCD1,37,6,7,11,3,74,,,
TMEM115,10,12,38,2,8,74,,,
TMEM8C,8,5,26,22,6,74,,,
TOM1L2,15,7,7,27,8,74,,,
WDR72,12,4,33,7,20,74,,,
ZNF812,16,26,17,12,1,74,,,
ATN1,33,10,6,12,11,73,,,
C19orf33,16,6,16,24,7,73,,,
CAPN11,12,4,37,6,16,73,,,
CCNY,22,7,9,27,9,73,,,
COL25A1,37,8,3,13,8,73,,,
CREB3L1,15,15,14,21,6,73,,,
FAM171B,16,7,10,31,7,73,,,
FAM227A,36,8,11,8,8,73,,,
GOLPH3,21,5,18,2,21,73,,,
HAPLN3,17,23,14,3,13,73,,,
HCK,15,24,17,12,1,73,,,
HIST2H3A,19,5,17,10,24,73,,,
HLTF,12,7,23,7,21,73,,,
HOXD10,15,9,6,22,19,73,,,
HSD17B10,12,15,11,10,25,73,,,
IRF2BP1,14,8,17,9,21,73,,,
KIF15,16,16,33,3,3,73,,,
KYNU,36,10,9,4,7,73,,,
L3MBTL2,16,23,18,6,6,73,,,
LKAAEAR1,17,10,6,23,11,73,,,
LOC105372883,10,23,12,8,19,73,,,
LOC105378696,23,30,11,2,6,73,,,
LOC112268145,12,2,42,8,13,73,,,
LRRC57,10,5,41,7,6,73,,,
MAP1S,26,24,8,6,9,73,,,
MEFV,13,5,13,33,8,73,,,
MEOX1,19,3,15,9,22,73,,,
MMP23B,16,9,14,8,22,73,,,
MRPL55,15,11,25,4,20,73,,,
NCSTN,18,5,10,18,21,73,,,
NISCH,17,32,14,2,5,73,,,
NUP107,16,2,9,3,35,73,,,
NUP205,15,4,22,22,9,73,,,
NUP54,18,10,12,11,23,73,,,
PDCL3,24,3,36,2,4,73,,,
PODXL,10,2,17,22,15,73,,,
PPDPF,12,11,14,24,6,73,,,
PSME3,14,3,6,7,35,73,,,
RNF148,7,3,8,30,16,73,,,
SHBG,17,6,38,6,8,73,,,
SIRT4,22,8,6,11,25,73,,,
SLC28A1,37,21,5,3,5,73,,,
SLITRK6,10,9,6,28,15,73,,,
TESK2,21,9,9,28,1,73,,,
TMBIM6,24,24,14,3,6,73,,,
TMEM181,9,30,23,8,3,73,,,
TMEM259,19,9,12,24,13,73,,,
TRIM31,9,16,40,4,7,73,,,
UBE2V1,14,7,33,13,3,73,,,
WBP11,10,13,41,6,0,73,,,
YDJC,14,9,39,4,4,73,,,
ZBTB14,19,3,13,23,9,73,,,
ZBTB21,7,1,51,1,7,73,,,
ZNF845,38,8,13,4,4,73,,,
AAR2,10,3,4,18,31,72,,,
ASNA1,7,5,47,4,4,72,,,
CCDC87,21,4,7,30,4,72,,,
CFHR3,12,12,35,1,8,72,,,
CMBL,21,6,34,4,2,72,,,
CORIN,15,3,13,8,28,72,,,
ESM1,31,27,3,4,1,72,,,
FBXO41,11,17,36,4,0,72,,,
GNB5,6,1,49,7,6,72,,,
GRAMD3,17,34,6,3,10,72,,,
GSTP1,23,9,11,6,19,72,,,
HIST1H2AI,15,34,8,6,7,72,,,
IL18,7,6,11,12,28,72,,,
IL33,19,9,14,21,9,72,,,
IRAK3,16,14,8,24,2,72,,,
KDM8,17,11,13,4,24,72,,,
KLK10,14,9,5,14,26,72,,,
KLKB1,6,5,10,12,27,72,,,
KMT5B,14,13,34,4,9,72,,,
LACC1,22,24,10,8,2,72,,,
LAMP3,14,13,11,20,12,72,,,
MAP4,12,4,9,33,12,72,,,
N4BP3,19,25,20,6,2,72,,,
NCL,41,2,8,8,14,72,,,
PARD6G,35,8,10,12,4,72,,,
PIAS2,16,3,38,5,7,72,,,
PLAGL1,16,7,17,19,10,72,,,
PPP1CB,14,12,9,6,24,72,,,
PRPSAP2,13,7,18,21,6,72,,,
RAB22A,16,7,11,9,23,72,,Pathway genes,
RB1CC1,16,7,9,19,15,72,,,
RNLS,32,25,7,3,4,72,,,
RPL28,10,8,18,9,21,72,,,
RPP21,13,12,15,20,9,72,,,
SDF2,12,7,10,15,24,72,,,
SF3B2,15,23,11,4,20,72,,,
SFI1,34,12,8,0,18,72,,,
TBX20,10,7,10,21,23,72,,,
TMOD1,22,10,11,6,23,72,,,
TRIM13,16,6,35,8,7,72,,,
TRIM7,14,4,14,18,20,72,,,
TXNRD1,10,9,25,6,20,72,,,
UNC119B,9,6,37,7,7,72,,,
VCX3B,31,27,6,5,3,72,,,
ZBTB18,17,5,40,3,2,72,,,
ZCCHC9,25,7,7,23,10,72,,,
ZNF227,17,8,15,4,20,72,,,
ZNF337,20,2,17,5,26,72,,,
ZNF662,13,9,37,2,7,72,,,
ZNF852,7,8,17,8,24,72,,,
ACTR3C,25,4,6,24,6,71,,,
AFAP1L2,10,9,37,7,7,71,,,
ALKBH7,37,15,8,9,3,71,,,
ARHGAP1,27,8,4,20,12,71,,,
ATP5L,26,9,4,6,21,71,,,
BCL2L13,11,5,9,20,27,71,,,
BUB1,12,24,26,2,4,71,,,
C8orf44,20,7,11,10,19,71,,,
CCNA2,25,14,6,22,4,71,,,
COPS2,46,6,7,4,5,71,,,
DCTN4,12,5,12,16,20,71,,,
ENPP2,20,24,18,2,6,71,,,
ERGIC1,11,11,37,6,3,71,,,
FAM230A,16,24,20,5,3,71,,,
FSD2,28,5,11,18,4,71,,,
HOXC10,16,12,11,23,3,71,,,
IPO9,14,7,5,15,25,71,,,
KIF4A,8,8,17,6,32,71,,,
LOC107984512,33,12,10,8,7,71,,,
LOC112268237,16,6,7,17,24,71,,,
LYPD8,14,11,16,6,25,71,,,
MBNL1,23,23,5,10,6,71,,,
MGAT2,9,10,40,4,2,71,,,
MRPL20,13,0,14,11,29,71,,,
MYADML2,20,32,8,4,7,71,,,
NAGLU,19,23,12,7,9,71,,,
NAMPT,36,7,8,10,12,71,,,
NDUFA6,19,8,2,8,29,71,,,
NPIPB4,19,23,11,4,9,71,,,
OPA1,38,7,8,11,5,71,,,
OTUB1,6,9,9,25,17,71,,,
PAK4,18,2,8,13,22,71,,,
PFDN2,17,5,13,11,22,71,,,
PHF20,32,16,6,5,10,71,,,
POLG2,18,10,7,6,27,71,,,
POLR2C,17,7,12,22,3,71,,,
RABGGTB,15,24,20,3,2,71,,,
RBPMS,17,6,7,20,23,71,,,
SETDB1,18,6,41,2,0,71,,,
STIL,32,4,11,14,3,71,,,
TET1,14,10,10,17,20,71,,,
TMBIM4,14,7,10,13,22,71,,,
TOX2,33,13,10,6,2,71,,,
ZNF764,12,9,12,19,14,71,,,
AKT1,17,7,13,18,8,70,,,
ALDOC,15,10,16,18,7,70,,,
ATP8B2,32,10,20,1,4,70,,,
C10orf67,33,6,6,5,18,70,,,
CCDC151,11,9,8,24,14,70,,,
CEP112,8,11,42,2,4,70,,,
CEP85,34,17,8,3,5,70,,,
CFAP45,33,5,13,8,10,70,,,
CLDN7,9,4,27,18,7,70,,,
COL1A1,13,7,13,7,24,70,,,
CPLX2,35,5,11,13,0,70,,,
DMKN,10,10,12,11,27,70,,,
DOCK6,25,11,5,19,7,70,,,
DPPA2,35,13,8,8,1,70,,,
EDIL3,6,9,34,6,13,70,,,
ENG,16,2,33,10,9,70,,,
HAUS3,11,26,7,10,8,70,,,
KCNE5,34,22,6,2,3,70,,,
KIAA1257,13,35,13,4,2,70,,,
LDB2,5,30,21,2,2,70,,,
LIMA1,36,1,7,14,7,70,,,
LRRC59,20,7,9,19,15,70,,,
LRTM2,7,12,34,9,4,70,,,
MAST2,22,4,33,3,6,70,,,
METTL8,13,2,10,12,30,70,,,
MIA2,19,4,6,28,10,70,,,
MMP17,15,28,15,6,5,70,,,
NEFL,20,4,6,15,21,70,,,
NF1,9,4,34,5,4,70,,,
NFE2L3,13,13,13,6,22,70,,,
PCDHGA6,7,18,34,2,3,70,,,
PHOSPHO2-KLHL23,7,5,21,12,23,70,,,
PP2D1,18,4,8,21,16,70,,,
PPARD,25,13,13,4,19,70,,,
RHOF,39,10,8,6,2,70,,,
RHOXF2B,14,9,34,5,3,70,,,
RMDN2,36,9,9,1,12,70,,,
RMND5B,17,10,8,24,7,70,,,
RNF169,9,4,15,26,16,70,,,
RPLP2,15,10,12,6,22,70,,,
STX6,8,11,40,7,2,70,,,
THADA,14,28,16,10,4,70,,,
THEG,15,9,37,7,0,70,,,
TPM3,10,4,6,40,7,70,,,
TRPA1,40,1,7,4,11,70,,,
TRPM7,16,15,10,18,14,70,,,
TUBD1,10,34,17,4,1,70,,,
UBXN8,20,29,5,8,5,70,,,
URB1,12,5,7,16,30,70,,,
VAV2,20,26,4,13,3,70,,,
ZNF514,8,7,40,8,4,70,,,
AHCTF1,15,5,14,4,22,69,,,
ANKRD29,11,6,5,27,10,69,,,
APOBEC3D,12,25,21,6,3,69,,,
B3GNT2,13,12,35,1,6,69,,,
CDC40,8,3,26,8,19,69,,,
DEDD2,8,9,14,15,19,69,,,
ERCC3,14,8,11,22,16,69,,,
GOLGA6L10,22,10,7,18,9,69,,,
IFI27L2,24,11,7,3,20,69,,,
IGF1R,41,8,5,2,6,69,,,
INSM1,11,13,36,1,6,69,,,
ITGA1,24,8,10,20,1,69,,,
JOSD2,34,10,9,5,3,69,,,
KIF5A,10,3,13,10,26,69,,,
KLF13,15,6,9,13,22,69,,,
L2HGDH,9,5,34,11,8,69,,,
LOC100652777,17,3,12,11,19,69,,,
LOC105370705,15,16,8,18,13,69,,,
LRRTM2,18,12,5,20,8,69,,,
MEGF9,10,4,15,9,25,69,,,
MRPL41,15,9,10,24,9,69,,,
MRPS18C,17,4,3,3,37,69,,,
NINJ2,11,8,14,14,20,69,,,
NPIPA5,41,7,7,4,5,69,,,
PANX2,15,16,14,20,3,69,,,
PDE4B,32,9,12,4,4,69,,,
POLR2H,15,8,34,4,4,69,,,
PPM1M,32,9,18,4,4,69,,,
PSMG4,13,30,14,8,2,69,,,
REC114,16,28,8,7,13,69,,,
RPL10A,17,5,10,19,14,69,,,
SLC16A12,7,7,26,21,4,69,,,
SLC25A2,12,10,16,21,7,69,,,
THRAP3,16,7,20,4,19,69,,,
TIGD5,33,11,9,4,5,69,,,
USP15,11,10,7,7,31,69,,,
ZFP30,9,21,34,2,1,69,,,
ZNF629,25,8,7,20,10,69,,,
ZNF83,28,23,8,5,3,69,,,
ACOT2,34,11,12,3,1,68,,,
AK3,38,8,8,4,5,68,,,
APOBEC3G,7,5,21,10,26,68,,,
ARHGAP23,6,14,34,1,6,68,,,
ATAD2,9,8,9,36,4,68,,,
BAMBI,10,12,19,22,6,68,,,
BCKDK,37,16,8,1,3,68,,,
C17orf113,38,5,9,7,6,68,,,
C3orf18,16,9,12,3,25,68,,,
CCDC85A,10,24,14,8,6,68,,,
CYS1,18,6,7,11,21,68,,,
DCAF13,10,12,6,30,6,68,,,
FAM220A,32,7,9,9,7,68,,,
FEZ1,4,5,10,42,3,68,,,
GAL3ST4,10,15,35,2,4,68,,,
GNL2,28,6,4,7,20,68,,,
GPRC5A,12,3,7,8,37,68,,,
LTA4H,11,5,14,25,8,68,,,
MAF1,10,5,8,16,19,68,,,
MAML1,24,7,10,8,19,68,,,
MMS22L,10,5,33,5,9,68,,,
OSER1,20,26,14,5,2,68,,,
PCGF3,11,24,21,2,4,68,,,
PELI2,12,16,34,4,3,68,,,
PMF1-BGLAP,13,8,7,18,19,68,,,
PPP1R14A,19,7,2,9,29,68,,,
PTGDR2,12,9,15,24,3,68,,,
RBM26,7,9,18,23,7,68,,,
RNF145,14,8,9,21,13,68,,,
RPL37,14,5,14,23,7,68,,,
SLC22A20,8,5,18,5,20,68,,,
TAF5,15,6,5,12,27,68,,,
TIRAP,15,6,10,26,5,68,,,
TMEM130,14,2,9,28,10,68,,,
UFSP2,26,5,10,18,3,68,,,
USP44,15,25,13,5,7,68,,,
WDR6,17,6,15,7,21,68,,,
ZNF385A,14,8,10,23,4,68,,,
ACRBP,34,11,8,1,8,67,,,
ADGRL1,20,7,2,19,6,67,,,
ANKFY1,32,11,19,2,3,67,,,
ART5,16,2,11,23,15,67,,,
C3,24,3,13,22,6,67,,,
CEBPA,11,14,7,13,23,67,,,
COPS5,40,4,5,6,8,67,,,
CPE,8,30,21,3,6,67,,,
CS,20,8,7,9,21,67,,,
DDX1,37,3,8,12,5,67,,,
FAM101A,16,7,6,5,21,67,,,
FUS,12,7,10,8,29,67,,,
GARS,19,25,15,6,2,67,,,
GGT1,19,6,13,21,4,67,,,
