gene,Mito,ConA,WGA,DAPI,Phalloidin,Sum,,
TAF13,14,4,5,11,4,46,,
CCDC25,19,14,5,2,2,46,,
BTN1A1,24,11,5,5,0,46,,
TMEM86A,15,4,6,1,18,46,,
SYMPK,7,10,6,2,18,46,,
TEX12,9,13,6,1,12,46,,
EIF2AK4,16,5,6,5,8,46,,
SERINC4,6,11,6,14,7,46,,
GABRE,18,16,6,2,4,46,,
AARSD1,11,12,6,12,3,46,,
HIST1H2AC,12,4,6,20,2,46,,
THSD7A,16,8,6,4,1,46,,
IARS2,19,15,6,7,1,46,,
POMP,20,11,6,1,0,46,,
NUDT19,6,0,7,4,27,46,,
MAGEB1,6,4,7,1,22,46,,
FAM89B,17,4,7,6,13,46,,
DLX1,5,1,7,22,9,46,,
BIN1,4,1,7,16,7,46,,
CIAO1,9,9,7,13,4,46,,
P2RX6,22,5,7,10,3,46,,
SHH,10,23,7,2,2,46,,
WBP4,13,8,8,10,3,46,,
SLC27A4,12,0,9,8,15,46,,
WBP2,11,6,9,2,13,46,,
NR1I2,9,5,9,17,5,46,,
GPR87,18,6,9,4,3,46,,
BBS12,15,15,9,6,3,46,,
ADAMTS7,14,7,9,14,1,46,,
UBE2Z,11,12,9,6,0,46,,
THOP1,16,6,9,10,0,46,,
NOX1,14,3,10,1,13,46,,
RPAP2,12,6,10,9,8,46,,
HHLA2,12,19,10,1,2,46,,
TFDP1,13,8,10,10,1,46,,
EIF2AK3,13,4,10,18,1,46,,
PRR13,6,4,11,1,22,46,,
HNRNPR,6,7,11,7,14,46,,
WWP2,6,13,11,1,6,46,,
ZNF782,6,2,12,4,20,46,,
CD6,9,4,12,2,16,46,,
FSCN3,4,11,12,2,15,46,,
DDX3X,5,7,12,12,11,46,,
CTSA,6,8,12,11,8,46,,
ADM,7,4,12,13,8,46,,
ATPIF1,18,7,12,1,6,46,,
PROB1,9,7,12,9,6,46,,
CALHM1,18,7,12,2,2,46,,
DYNC1I2,13,1,12,11,2,46,,
ZNF513,10,9,12,11,1,46,,
RPL41,4,6,14,2,20,46,,
SYP,9,12,14,4,4,46,,
TMEM259,8,15,14,5,4,46,,
GOLGA8A,8,6,15,11,8,46,,
FAM163A,17,6,15,3,4,46,,
CD47,10,14,15,1,2,46,,
RGS9BP,6,18,15,4,2,46,,
RPS6KA1,10,16,15,6,2,46,,
KRTCAP2,6,4,15,21,1,46,,
PKN2,5,2,16,4,16,46,,
FAM98A,3,2,16,7,13,46,,
ARPP19,9,4,16,3,12,46,,
DLK1,11,6,16,2,8,46,,
ARHGAP11A,7,6,16,11,7,46,,
C8G,16,4,16,5,4,46,,
LRIT3,13,8,16,0,3,46,,
AP5S1,12,6,16,2,3,46,,
RNF145,7,2,17,3,12,46,,
LOC107983983,9,7,17,3,7,46,,
KMT2E,7,3,17,7,6,46,,
KCND3,8,10,17,0,5,46,,
CTSS,6,8,18,0,12,46,,
FANCE,11,5,18,6,7,46,,
FAM96A,9,8,18,1,3,46,,
YTHDF2,16,3,18,2,2,46,,
HSD17B11,11,11,18,2,2,46,,
ATP6AP2,6,5,19,6,6,46,,
TNFSF12,13,5,19,1,3,46,,
PATL1,6,9,19,2,3,46,,
SPNS1,4,4,22,8,1,46,,
IL1A,6,7,23,2,2,46,,
AMACR,7,7,24,2,2,46,,
LGALSL,2,10,25,6,0,46,,
SPG11,9,7,27,3,1,46,,
CHD3,2,2,32,4,3,46,,
OGDH,7,0,1,3,33,45,,
RAB4B,7,4,1,3,26,45,,
COX19,10,1,1,2,22,45,,
PPP2R5E,7,1,2,5,29,45,,
CCNT2,8,1,2,8,21,45,,
TTLL4,10,12,2,7,14,45,,
TULP1,20,7,2,2,12,45,,
EIF3H,9,8,2,17,5,45,,
HAUS3,10,3,3,3,21,45,,
LOC101060022,6,3,3,6,20,45,,
FUCA1,16,4,3,3,18,45,,
ANAPC2,9,1,3,10,15,45,,
LRRC23,10,16,3,7,6,45,,
GATA4,18,12,3,6,5,45,,
ANKRD34B,20,10,3,4,2,45,,
CYB561A3,4,3,4,2,28,45,,
BOLA2-SMG1P6,7,3,4,3,22,45,,
LRRC59,5,2,4,6,21,45,,
MPHOSPH8,7,5,4,3,20,45,,
SBK1,11,1,4,3,17,45,,
MRPL55,9,1,4,9,15,45,,
RAD1,7,0,4,16,13,45,,
PABPN1,11,4,4,9,12,45,,
HSD17B7,9,13,4,7,8,45,,
ATP11B,16,9,4,9,7,45,,
PIP4K2C,12,8,4,9,6,45,,
GRPR,21,7,4,6,2,45,,
FAM227A,20,3,5,5,7,45,,
MAGIX,13,4,5,16,5,45,,
RPF1,19,8,5,8,3,45,,
NUP93,15,18,5,6,0,45,,
LATS1,8,2,6,1,24,45,,
ESD,15,3,6,3,16,45,,
BIN2,10,0,6,6,16,45,,
ATP13A3,11,2,6,6,16,45,,
RTN4IP1,12,5,6,4,15,45,,
EIF5,17,2,6,5,12,45,,
P2RY2,18,8,6,0,9,45,,
PMM2,6,20,6,3,9,45,,
CR2,16,5,6,6,8,45,,
UBA2,12,15,6,4,5,45,,
LOC107985946,19,2,6,6,5,45,,
INTS13,25,4,6,6,2,45,,
DDX41,13,9,6,9,2,45,,
G3BP1,4,6,7,9,16,45,,
SLC38A2,15,4,7,0,15,45,,
UCN2,9,6,7,12,10,45,,
RPL27A,7,5,7,12,9,45,,
HOXC5,16,8,7,3,8,45,,
MYO16,11,15,7,4,6,45,,
ALYREF,21,4,7,6,6,45,,
TSPAN1,11,15,7,1,5,45,,
ZNF641,19,10,7,4,4,45,,
TRA2A,18,8,7,6,4,45,,
GPC5,14,21,7,3,3,45,,
GOLGA8J,15,7,7,11,3,45,,
FDX1L,18,4,7,8,2,45,,
SRM,10,6,7,13,1,45,,
HIP1,9,2,8,6,16,45,,
ANKS1A,10,1,8,8,15,45,,
MAX,10,3,8,5,13,45,,
ZNF713,22,5,8,3,5,45,,
CELSR2,8,13,8,5,5,45,,
NOC2L,6,17,8,9,4,45,,
PDZD2,14,14,8,1,2,45,,
RECK,4,8,8,16,2,45,,
APLP1,14,17,8,2,1,45,,
LRRC26,14,12,8,4,0,45,,
C17orf78,10,5,9,10,6,45,,
TOR2A,7,18,9,4,2,45,,
KNDC1,11,9,9,11,0,45,,
WASHC5,11,1,10,2,17,45,,
GP1BB,5,3,10,14,11,45,,
NFYB,9,6,10,11,5,45,,
DHX40,12,0,11,1,18,45,,
POLR2D,7,7,11,10,9,45,,
NSDHL,8,15,11,1,8,45,,
TMC7,10,4,11,11,8,45,,
PPP1CB,17,4,12,2,7,45,,
THEM4,6,13,12,8,3,45,,
PHF5A,8,7,12,9,2,45,,
POU5F1B,4,1,13,3,17,45,,
FAM72A,6,4,13,2,15,45,,
TRPV2,5,6,13,3,13,45,,
ATP13A4,12,17,13,1,0,45,,
LRIG3,6,0,15,1,22,45,,
ZNF180,3,12,15,4,10,45,,
THAP2,11,12,15,0,2,45,,
NT5DC1,10,16,15,2,0,45,,
TMEM204,10,7,16,4,6,45,,
SYNC,9,13,16,4,2,45,,
ASPHD1,6,11,16,5,1,45,,
MTHFD1L,9,4,16,13,1,45,,
TRIM11,10,13,16,2,0,45,,
LOC107985103,9,1,16,11,0,45,,
CPSF7,6,6,17,7,8,45,,
SLC25A22,6,7,17,6,6,45,,
ZASP,11,6,17,4,5,45,,
OTUD7A,7,3,17,13,4,45,,
LIPG,9,9,17,6,1,45,,
GAS2,7,11,18,4,4,45,,
HS3ST1,3,12,18,2,3,45,,
ATPAF2,12,5,18,3,1,45,,
FASTKD1,9,7,19,3,4,45,,
CAPZA1,15,7,21,3,0,45,,
UBXN8,10,8,22,2,1,45,,
VDAC1,5,9,25,3,0,45,,
TP53,6,5,27,0,4,45,,
FAM189A2,3,9,28,1,1,45,,
RAB30,2,1,0,4,38,44,,
MRPS31,3,4,0,2,34,44,,
MBD6,6,2,1,2,24,44,,
THUMPD1,8,6,2,1,23,44,,
POMT1,8,3,2,4,18,44,,
CASC4,14,3,2,5,13,44,,
DAND5,13,5,2,6,13,44,,
POTEE,15,1,2,13,12,44,,
ITGB8,16,7,2,7,7,44,,
TMPRSS11A,21,6,2,2,4,44,,
PTCH1,17,5,2,11,2,44,,
MRPL1,3,1,3,1,29,44,,
NDUFS2,6,3,3,3,29,44,,
KMT2B,4,3,3,3,27,44,,
ZHX2,11,4,3,5,18,44,,
ACLY,6,0,3,11,16,44,,
MTR,12,1,3,15,13,44,,
ELAVL1,17,6,3,3,10,44,,
IPO11,20,3,3,5,7,44,,
ZNF222,12,7,3,12,4,44,,
SNX4,18,8,3,6,1,44,,
FAM200A,4,2,4,1,25,44,,
ARHGAP21,10,3,4,3,24,44,,
IKZF4,8,3,4,1,22,44,,
CCDC78,7,8,4,3,20,44,,
U2SURP,11,3,4,10,10,44,,
ZNF233,11,5,4,9,9,44,,
FAM72C,18,5,4,1,8,44,,
SRBD1,14,3,4,12,7,44,,
ZBTB2,15,7,4,11,6,44,,
ZMAT2,11,3,4,20,6,44,,
SLC2A6,19,8,4,5,4,44,,
DCAF10,16,6,4,11,4,44,,
ACAD11,25,6,4,3,3,44,,Pathway
RPL22,15,14,4,2,2,44,,
LOC102724488,2,2,5,1,27,44,,
KCNK7,5,1,5,1,26,44,,
CRTC1,4,4,5,2,25,44,,
G0S2,8,1,5,4,25,44,,
RPL23A,11,5,5,2,20,44,,
NAALAD2,6,3,5,6,20,44,,
TTYH1,11,2,5,7,18,44,,
LOC107984341,10,4,5,3,16,44,,
COX10,7,3,5,5,16,44,,
INTS7,7,6,5,12,7,44,,
FGF17,17,6,5,6,6,44,,
SEC22A,18,8,5,3,3,44,,
CNNM2,16,5,5,10,3,44,,
VILL,25,12,5,0,2,44,,
ULBP1,16,19,5,2,2,44,,
OSGIN1,15,23,5,2,1,44,,
GGCT,9,5,6,0,22,44,,
KCNJ11,11,4,6,2,20,44,,
AKR1E2,13,3,6,3,19,44,,
PGAM2,11,6,6,3,17,44,,
EYA3,9,5,6,11,13,44,,
TWISTNB,10,9,6,9,7,44,,
ZNF286A,9,8,6,13,7,44,,
PCDHA6,12,6,6,9,3,44,,
TLCD2,10,6,6,16,2,44,,
BIRC7,10,6,7,4,18,44,,
PPOX,16,2,7,4,15,44,,
CNIH2,11,2,7,13,10,44,,
TAF11,16,5,7,3,6,44,,
PRMT5,10,6,7,12,4,44,,
SSX4,11,15,7,7,2,44,,
FBXW10,12,3,7,10,2,44,,
SLC22A5,10,2,8,3,18,44,,
CLTA,12,4,8,9,10,44,,
FOXL2NB,11,3,8,10,8,44,,
SPINK2,4,15,8,6,7,44,,
AAAS,12,8,8,10,7,44,,
2-Sep,23,2,8,4,5,44,,
CTAGE4,17,9,8,3,2,44,,
C17orf75,20,9,8,2,1,44,,
ARHGAP27,7,4,8,20,0,44,,
COMMD1,10,14,9,1,5,44,,
HOPX,17,13,9,2,2,44,,
UNC119,11,17,9,3,1,44,,
SPRYD4,10,7,9,9,1,44,,
ANG,6,4,10,2,15,44,,
NTSR1,9,2,10,6,14,44,,
TUBA4B,5,6,10,10,6,44,,
PNPLA7,18,5,10,5,5,44,,
DNAJA1,15,6,10,9,1,44,,
PLBD1,7,3,11,2,16,44,,
CDH1,8,6,11,1,14,44,,
MED9,5,19,11,2,3,44,,
ZDHHC1,9,15,11,3,3,44,,
PCDHGB5,5,13,12,8,6,44,,
PRSS56,12,13,12,3,4,44,,
DEPTOR,16,7,12,10,1,44,,
MMACHC,10,13,13,1,0,44,,
ARF5,9,4,15,2,13,44,,
SEC11C,9,15,15,2,2,44,,
GPR173,6,9,16,3,6,44,,
SAFB,9,6,16,5,4,44,,
CYP4F3,12,9,16,1,3,44,,
DNM1,14,3,16,3,3,44,,
FCHO1,4,8,16,11,2,44,,
HSFY2,13,6,16,2,1,44,,
ZCCHC8,18,2,17,3,7,44,,
PPP1R12B,4,16,17,2,3,44,,
NCAPH,11,11,17,3,2,44,,
GFRA1,13,7,17,4,0,44,,
BCL6,6,5,18,7,9,44,,
C21orf58,13,1,18,4,8,44,,
FHOD3,14,9,18,2,0,44,,
ZNF805,5,10,19,3,3,44,,
CCDC77,12,5,19,8,3,44,,
ARHGAP25,12,7,19,4,0,44,,
SLC30A6,5,3,20,0,13,44,,
PLLP,7,6,20,7,3,44,,
CHRD,11,7,20,7,2,44,,
SMAD3,9,2,21,1,6,44,,
FAM106A,4,11,21,2,6,44,,
FLYWCH1,11,4,21,2,3,44,,
PPWD1,7,6,22,3,2,44,,
GRIPAP1,8,8,22,2,1,44,,
TMPPE,8,5,24,1,3,44,,
PRKD2,3,7,25,1,0,44,,
RAB35,7,2,0,6,25,43,,
ADAMTSL1,14,11,0,12,5,43,,
STIL,13,3,1,4,14,43,,
CTBP2,16,3,1,4,11,43,,
IL15RA,22,11,1,1,4,43,,
NDUFAF7,4,3,2,4,26,43,,
COX18,13,2,2,0,25,43,,
YIF1B,8,2,2,1,23,43,,
ZBTB39,9,3,2,2,21,43,,
TMSB4X,8,4,2,10,15,43,,
INHBE,8,1,3,1,22,43,,
TIGAR,6,6,3,1,20,43,,
F8A3,8,1,3,2,17,43,,
RPL5,9,3,3,6,17,43,,
TUBB4A,8,3,3,5,16,43,,
NKX3-1,20,7,3,2,6,43,,
ZNF256,19,10,3,11,0,43,,
TIMM21,5,1,4,1,30,43,,
TSPAN9,10,7,4,0,18,43,,
CACNB4,10,6,4,4,17,43,,
TSR2,11,4,4,6,17,43,,
RTN3,8,8,4,3,16,43,,
GATAD2B,10,4,4,5,16,43,,
TET3,13,3,4,1,13,43,,
UBE2D3,19,4,4,1,12,43,,
FANCI,12,9,4,9,7,43,,
CSE1L,10,18,4,1,6,43,,
SUGP1,11,6,4,9,4,43,,
EGR3,17,7,4,10,4,43,,
FOXM1,19,10,4,5,0,43,,
CADM4,4,1,5,4,27,43,,
FOXN2,4,7,5,4,19,43,,
TOMM7,12,2,5,2,17,43,,
FNBP4,16,2,5,3,14,43,,
GPR162,5,6,5,5,14,43,,
GPBP1L1,11,1,5,9,8,43,,
MASTL,12,5,5,9,6,43,,
RAB11FIP4,17,6,5,6,5,43,,
MED8,11,7,5,15,4,43,,
ARNT,12,3,6,2,20,43,,
WDR92,10,2,6,7,17,43,,
NUDT8,12,4,6,3,16,43,,
GPC2,6,3,6,7,16,43,,
MKNK1,13,4,6,3,14,43,,
SSR2,12,2,6,11,11,43,,
PDCD6,7,7,6,13,8,43,,
SULF1,10,9,6,9,7,43,,
UNC5C,17,2,6,11,6,43,,
AUP1,15,6,6,11,4,43,,
DHX35,12,5,6,10,3,43,,
CLN3,13,18,6,5,2,43,,
TVP23A,13,18,6,1,1,43,,
VEPH1,8,0,7,4,18,43,,
IRF5,8,4,7,4,17,43,,
LOC100132202,8,9,7,4,13,43,,
GPN1,10,6,7,9,10,43,,
RNF182,8,7,7,16,7,43,,
RHOT2,17,4,7,4,6,43,,
POLR2J3,19,5,7,6,4,43,,
CRIPT,13,9,7,9,3,43,,
ACO1,18,8,7,3,2,43,,
POU6F1,18,4,7,8,2,43,,
ANAPC7,2,3,8,11,19,43,,
PDPR,12,1,8,1,13,43,,
SPN,15,5,8,3,13,43,,
TMED3,9,4,8,11,5,43,,
DLG1,16,8,8,3,3,43,,
ANAPC10,20,3,8,3,2,43,,
KLF17,12,5,8,11,1,43,,
WDR62,8,1,9,0,17,43,,
SPAG4,10,3,9,2,14,43,,
FIG4,9,2,9,10,6,43,,
GOLPH3,7,11,9,9,4,43,,
SNRPD1,16,6,9,9,0,43,,
GNAT2,9,3,10,1,17,43,,
LOC105372977,7,2,10,9,14,43,,
WDR44,19,3,10,1,7,43,,
PTER,14,12,10,1,4,43,,
TAS2R31,6,15,11,2,5,43,,
DPH5,5,5,11,13,4,43,,
SUPT20H,4,2,12,16,11,43,,
DHRS12,10,5,12,9,4,43,,
GAGE12I,9,4,12,11,2,43,,
SNAPIN,10,2,12,12,2,43,,
PPP2R2A,9,12,12,3,0,43,,
SLC12A4,3,2,13,5,14,43,,
BCAR3,5,2,13,9,9,43,,
ADH5,19,6,14,3,1,43,,
ZSWIM3,6,5,16,2,10,43,,
NCOR1,9,4,16,7,7,43,,
ACSF3,12,8,16,2,4,43,,
CCDC185,3,9,17,5,11,43,,
WHSC1,8,1,17,3,8,43,,
NUMA1,7,7,17,7,5,43,,
HNRNPK,6,2,17,9,5,43,,
DHX8,4,1,17,7,4,43,,
FBXL6,10,6,17,5,3,43,,
IL17RD,5,10,17,2,1,43,,
SARNP,13,3,17,7,0,43,,
THAP10,9,8,19,5,6,43,,
SLC8A3,6,9,20,2,4,43,,
JUP,6,7,20,5,3,43,,
WDPCP,9,8,20,2,2,43,,
LOC100996792,7,2,21,3,9,43,,
SETDB2,11,8,21,2,3,43,,
TMEM8B,3,7,22,3,5,43,,
GPR180,7,10,22,3,0,43,,
SH3D21,7,4,23,3,4,43,,
INTS14,6,8,23,2,1,43,,
NIPA2,10,7,24,0,1,43,,
GID4,8,4,25,3,0,43,,
EI24,4,2,27,5,4,43,,
ETV6,4,1,32,3,3,43,,
SFTPC,14,13,0,4,7,42,,
ERP29,8,10,1,3,17,42,,
FARP1,18,6,1,5,12,42,,
CLEC2L,11,3,1,12,11,42,,
FASTK,16,2,1,9,8,42,,
ANKRD13A,16,4,1,9,8,42,,
YAF2,18,7,1,9,0,42,,
SULT1A3,3,3,2,4,25,42,,
MYL6B,6,2,2,3,24,42,,
DNMBP,4,1,2,14,18,42,,
LOC729159,13,4,2,0,16,42,,
CPSF1,11,1,2,2,13,42,,
WDR25,12,4,2,10,9,42,,
CXorf23,9,4,2,13,7,42,,
CCDC6,7,16,2,11,5,42,,
KCNB1,22,9,2,2,4,42,,
SNRPF,5,7,3,2,23,42,,
NDUFB3,8,6,3,4,21,42,,
BZW1,12,0,3,0,20,42,,
EIF4EBP2,7,1,3,2,20,42,,
CDK15,11,0,3,4,20,42,,
BARD1,15,2,3,2,19,42,,
HDLBP,8,3,3,7,15,42,,
DUSP11,5,5,3,14,11,42,,
TNIP2,12,5,3,9,8,42,,
ECI1,8,15,3,5,7,42,,
MED30,15,4,3,10,7,42,,
GTF2E1,15,8,3,9,2,42,,
KDM1A,17,7,3,13,1,42,,
LOC730268,12,1,4,4,16,42,,
IMMT,13,2,4,4,16,42,,
VAMP2,9,3,4,17,6,42,,
CD151,12,14,4,2,5,42,,
SMIM12,10,5,4,17,4,42,,
SLC20A2,19,7,4,5,3,42,,
SCRN1,19,8,4,5,3,42,,
SLC9A3R1,20,5,4,5,2,42,,
CAPN3,17,10,4,5,1,42,,
PFKFB4,6,5,5,8,17,42,,
NPRL3,11,3,5,5,14,42,,
GCSH,6,11,5,5,14,42,,
ZFP36L2,15,3,5,9,9,42,,
F10,17,1,5,7,8,42,,
STRN,6,6,5,16,7,42,,
TAS1R3,8,6,5,13,5,42,,
OAZ1,12,13,5,3,4,42,,
DNAJA3,13,16,5,3,4,42,,
PEX12,13,5,5,10,3,42,,
CCDC174,16,15,5,3,1,42,,
CCSAP,9,0,6,5,20,42,,
HSP90AB1,12,3,6,4,14,42,,
F2,16,6,6,3,11,42,,
ANKRD20A2,16,4,6,2,8,42,,
MAP3K10,18,7,6,1,5,42,,
ANKRD42,10,7,6,10,5,42,,
IRF3,5,9,6,12,5,42,,
LOC100996721,10,6,6,9,4,42,,
TMEM116,15,14,6,2,3,42,,
PKIA,11,6,6,9,1,42,,
TSR1,4,0,6,22,1,42,,
TMEM248,6,3,7,4,22,42,,
HIST1H1B,3,5,7,1,20,42,,
API5,7,1,7,5,16,42,,
GPR89A,8,3,7,9,12,42,,
LCP2,20,7,7,1,4,42,,
NECAB1,16,5,7,11,3,42,,
CDKN2C,1,2,7,22,3,42,,
ZNF319,16,3,7,6,2,42,,
UBE2M,18,8,7,8,2,42,,
C1orf43,19,9,7,2,1,42,,
C1QTNF3,9,3,8,1,14,42,,
CETN2,5,12,8,4,6,42,,
ZDHHC8,18,4,8,2,2,42,,
RSRP1,10,16,8,8,2,42,,
LOC102724971,7,7,8,16,1,42,,
LUZP1,9,2,9,7,19,42,,
STK3,6,15,9,4,8,42,,
NCL,6,3,9,11,8,42,,
CDC16,10,2,9,9,7,42,,
TMEM184B,19,3,9,0,5,42,,
C1orf56,8,12,9,6,5,42,,
POLI,11,13,9,3,4,42,,
TECPR1,14,13,9,1,3,42,,
CCDC140,2,19,9,2,3,42,,
LOC101060017,6,11,9,12,2,42,,
NEDD4L,23,5,9,2,1,42,,
APOBEC3G,5,4,10,3,20,42,,
SLC35E3,2,11,10,1,18,42,,
BMPR1A,7,12,10,1,5,42,,
OSCP1,18,5,10,2,4,42,,
SON,1,9,10,15,3,42,,
BAIAP3,16,12,10,3,2,42,,
TRPM2,8,6,11,2,15,42,,
ADAM22,5,5,11,13,9,42,,
LOC100996911,7,9,11,9,6,42,,
SIAH2,8,17,11,1,3,42,,
LRRC34,18,5,11,4,3,42,,
ZNF843,8,4,13,2,14,42,,
CD55,9,2,13,2,13,42,,
BAZ1A,10,2,13,3,13,42,,
SLC25A52,7,14,14,0,3,42,,
DCAF15,10,17,14,3,1,42,,
FAM231D,10,2,14,15,0,42,,
ZBTB14,6,3,15,3,13,42,,
RTTN,18,3,15,0,2,42,,
TRMT11,5,19,15,0,2,42,,
TF,9,3,16,1,7,42,,
TMEM249,6,5,16,6,7,42,,
GABRB3,12,6,16,1,3,42,,
STT3B,11,12,16,2,3,42,,
ASCL5,6,8,16,3,3,42,,
SELT,4,7,17,1,10,42,,
RNF126,5,14,17,3,1,42,,
ZNF32,7,7,17,8,1,42,,
CFAP52,7,0,19,6,3,42,,
KIF22,9,1,20,4,6,42,,
UBE2Q2,5,7,21,2,7,42,,
RIC1,9,3,21,2,6,42,,
CLDN16,6,6,21,3,4,42,,
CHAC1,5,5,23,4,0,42,,
PXDC1,5,2,25,3,4,42,,
TMEM123,5,10,25,1,2,42,,
DEF6,5,6,25,2,0,42,,
M6PR,5,5,26,2,3,42,,
B4GALT1,3,2,32,0,2,42,,
LAMC3,9,1,0,1,25,41,,
AIM2,8,4,0,6,19,41,,
ZBTB46,14,6,0,2,15,41,,
SGSM3,13,2,1,4,19,41,,
PDCD4,21,4,1,2,7,41,,
CHST8,8,0,2,4,25,41,,
LTBP2,10,3,2,6,18,41,,
CCDC47,12,6,2,3,15,41,,
HOXA11,11,1,2,7,14,41,,
SCN8A,23,10,2,4,0,41,,
NDUFA4,4,2,3,5,25,41,,
PET100,5,3,3,1,23,41,,
GYPC,10,3,3,3,23,41,,
CLPTM1,11,3,3,2,22,41,,
AIFM1,6,3,3,3,22,41,,
CRNKL1,5,1,3,6,18,41,,
IRF1,10,3,3,3,17,41,,
SERTAD1,10,3,3,5,17,41,,
CYCS,12,3,3,5,15,41,,
CATSPER1,10,7,3,3,14,41,,
KIAA1462,17,5,3,4,13,41,,
ZBTB33,1,3,3,20,12,41,,
ADAMTSL2,17,6,3,2,8,41,,
PPRC1,10,10,3,9,6,41,,
ZNHIT6,20,9,3,1,4,41,,
HIP1R,6,3,4,1,25,41,,
ITGB6,9,2,4,2,19,41,,
OAT,12,2,4,5,13,41,,
PAPOLA,6,6,4,10,13,41,,
GOLGA1,19,9,4,3,5,41,,
CEP120,19,4,4,11,4,41,,
TRAF2,14,3,4,12,4,41,,
ZMAT5,24,3,4,4,2,41,,
SLC25A36,19,13,4,2,0,41,,
PRDM11,8,3,5,5,19,41,,
SFT2D2,8,2,5,9,11,41,,
ESYT3,8,1,5,14,9,41,,
PSMA6,8,1,5,10,8,41,,
CBWD3,6,4,5,10,7,41,,
FBXW11,5,6,5,16,6,41,,
TUBA8,12,4,5,9,5,41,,
PSORS1C1,16,11,5,2,2,41,,
FAXDC2,11,10,5,11,2,41,,
JPH3,16,8,5,3,1,41,,
IGBP1,14,8,5,13,1,41,,
RCOR2,8,5,6,3,18,41,,
WASF3,20,3,6,4,6,41,,
CLN8,17,12,6,4,2,41,,
HEY2,5,2,6,22,2,41,,
TMCO1,25,5,6,4,1,41,,
SMARCC2,4,2,7,2,23,41,,
AASDHPPT,10,5,7,4,13,41,,
CGB7,18,1,7,3,7,41,,
LOC100130705,7,5,7,13,7,41,,
RPL6,20,4,7,1,4,41,,
DGAT1,8,17,7,2,3,41,,
CAMK1D,22,4,7,4,3,41,,
HOXC10,16,9,7,8,2,41,,
LOC105372478,9,5,7,18,2,41,,
ISPD,21,9,7,4,0,41,,
LOC107987386,8,6,7,15,0,41,,
VAMP1,23,10,8,0,4,41,,
ZNF131,10,6,8,11,4,41,,
NRCAM,5,15,8,4,3,41,,
KRBA1,10,6,8,11,3,41,,
ZBTB37,11,12,8,3,2,41,,
ZBTB17,16,5,8,8,2,41,,
SPOCD1,17,8,8,2,1,41,,
VCAN,5,7,9,2,16,41,,
NOL7,4,2,9,15,6,41,,
SRSF6,10,6,9,10,4,41,,
C1orf204,5,7,10,4,14,41,,
HRASLS2,16,7,10,3,5,41,,
TMEM179B,3,3,11,1,17,41,,
SHBG,6,2,11,10,9,41,,
DCAF4,8,13,12,3,2,41,,
VPS39,15,5,12,9,2,41,,
NPHP4,8,12,13,2,1,41,,
LIMD2,7,4,14,0,14,41,,
CCDC124,5,7,14,10,4,41,,
KRT16,17,4,14,3,2,41,,
RBM22,5,6,14,11,1,41,,
PER1,10,12,14,2,0,41,,
LYRM5,7,1,15,2,13,41,,
ZC3H11B,4,3,16,5,9,41,,
KIF1A,9,7,16,1,4,41,,
CEMP1,12,7,16,2,3,41,,
ABCG2,15,8,16,2,1,41,,
GLP2R,5,3,17,4,8,41,,
TBC1D5,4,4,17,6,4,41,,
MT1E,10,5,17,5,2,41,,
ASDURF,7,1,18,11,5,41,,
VWA1,4,8,18,2,4,41,,
LUC7L2,5,1,19,4,12,41,,
EXT2,4,2,20,5,4,41,,
CTSO,2,12,20,0,2,41,,
IL17D,8,7,20,4,2,41,,
TP53INP1,9,5,20,3,1,41,,
TRIM16,7,4,21,1,3,41,,
UBR1,5,6,21,4,1,41,,
ALDH1A2,5,3,23,3,5,41,,
CXCR4,5,8,23,2,1,41,,
KIF13A,7,6,24,4,0,41,,
CERK,6,3,26,4,0,41,,
NFE2,8,4,0,1,16,40,,
CAPNS1,8,10,0,2,15,40,,
LSM8,17,5,0,3,8,40,,
GRAMD1C,19,4,0,5,8,40,,
MRPL33,12,2,1,0,24,40,,
PKN3,11,4,1,1,19,40,,
MAP4K2,10,3,1,5,14,40,,
FXYD7,3,2,1,16,12,40,,
ASMTL,13,3,2,6,15,40,,
LOC107987289,13,5,2,4,13,40,,
NIPSNAP3A,19,8,2,7,2,40,,
GLTSCR1L,7,3,3,5,22,40,,
TIGD3,7,4,3,2,20,40,,
RBFOX2,6,5,3,2,19,40,,
GAB2,7,2,3,10,16,40,,
DNAJC24,10,1,3,9,11,40,,
RPS20,17,2,3,2,10,40,,
SNU13,20,3,3,3,10,40,,
STRN4,5,2,3,9,7,40,,
PPFIA3,7,3,3,13,6,40,,
PRMT9,7,5,3,17,6,40,,
C19orf70,9,18,3,3,4,40,,
EXOSC3,13,4,3,11,4,40,,
PSMA7,23,5,3,2,3,40,,
SHOC2,24,5,3,3,2,40,,
EXOC8,7,2,4,3,20,40,,
CCDC34,12,3,4,2,19,40,,
C1QTNF4,7,3,4,4,19,40,,
ZNF592,10,5,4,3,17,40,,
CLASP1,8,2,4,5,15,40,,
PTPRH,5,6,4,9,11,40,,
PHF12,4,4,4,13,10,40,,
MAP4K4,19,7,4,4,5,40,,
MDK,16,7,4,4,4,40,,
LOC101929400,22,10,4,2,3,40,,
SCN5A,16,11,4,5,3,40,,
ZMPSTE24,19,9,4,5,1,40,,
ZC3H4,18,4,5,2,8,40,,
LGR5,7,13,5,4,8,40,,
HOXC9,18,4,5,4,5,40,,
ST5,16,12,5,3,2,40,,
