,Feature,num_feat_genes,num_feat_ids,GO,term,class,p,p_corr,n_genes,n_study,n_go,study_geneIDs
77,Cells_Granularity_5_DAPI_Painting,608,495,GO:0006268,DNA unwinding involved in DNA replication,biological_process,4.521219204722025e-12,5.3978836085176254e-08,11,479,21,"{5888, 641, 4171, 4172, 51659, 4174, 4175, 4176, 64785, 9837, 5965}"
78,Cells_Granularity_5_DAPI_Painting,608,495,GO:0071162,CMG complex,cellular_component,9.877743958251868e-11,1.71773967434e-07,8,479,11,"{5888, 641, 4171, 4172, 51659, 4174, 4175, 4176, 64785, 9837, 5965}"
79,Cells_Granularity_5_DAPI_Painting,608,495,GO:0017116,single-stranded DNA helicase activity,molecular_function,8.025870162862722e-11,3.5065026741547236e-07,10,479,20,"{5888, 641, 4171, 4172, 51659, 4174, 4175, 4176, 64785, 9837, 5965}"
80,Cells_Intensity_IntegratedIntensityEdge_Mito,21,18,GO:0006260,DNA replication,biological_process,4.293234303888112e-10,5.125692435412017e-06,6,18,91,"{6118, 4175, 4176, 5426, 983, 11198}"
81,Cells_RadialDistribution_FracAtD_Phalloidin_4of4,65,57,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.4795394131220868e-10,1.7664221053264596e-06,8,57,72,"{51077, 88745, 57647, 11103, 10171, 27292, 5822, 102724159}"
82,Cells_RadialDistribution_FracAtD_Phalloidin_4of4,65,57,GO:0032040,small-subunit processome,cellular_component,1.6599068150179923e-10,2.8865779513162885e-07,8,57,74,"{51077, 88745, 57647, 11103, 10171, 27292, 5822, 102724159}"
83,Cells_RadialDistribution_FracAtD_mito_tubeness_16of20,310,257,GO:0042274,ribosomal small subunit biogenesis,biological_process,3.136752166445332e-13,3.744968411519083e-09,15,254,72,"{84128, 88745, 2091, 23160, 92856, 57647, 51602, 6228, 51096, 11103, 6232, 10171, 27292, 9790, 134430}"
84,Cells_RadialDistribution_FracAtD_mito_tubeness_16of20,310,257,GO:0032040,small-subunit processome,cellular_component,3.906239418494728e-13,6.792950348762331e-10,15,254,74,"{84128, 88745, 2091, 23160, 92856, 57647, 51602, 6228, 51096, 11103, 6232, 10171, 27292, 9790, 134430}"
85,Cells_RadialDistribution_FracAtD_mito_tubeness_17of20,42,37,GO:0006364,rRNA processing,biological_process,5.00422170406422e-14,5.974540292482272e-10,10,37,115,"{4931, 51367, 84135, 88745, 22984, 2091, 1662, 51602, 10775, 134430}"
86,Cells_RadialDistribution_FracAtD_mito_tubeness_17of20,42,37,GO:0042274,ribosomal small subunit biogenesis,biological_process,3.710287516991903e-12,2.2148561332683163e-08,8,37,72,"{4931, 51367, 84135, 88745, 22984, 2091, 1662, 51602, 10775, 134430}"
87,Cells_RadialDistribution_FracAtD_mito_tubeness_17of20,42,37,GO:0032040,small-subunit processome,cellular_component,2.703461618021073e-10,4.701319753738646e-07,7,37,74,"{4931, 51367, 84135, 88745, 22984, 2091, 1662, 51602, 10775, 134430}"
88,Cells_RadialDistribution_FracAtD_mito_tubeness_20of20,190,169,GO:0005654,nucleoplasm,cellular_component,2.1290922641353396e-09,3.7024914473313556e-06,73,167,3887,"{10885, 9862, 4998, 6667, 6923, 8208, 5393, 1810, 150290, 10001, 27161, 6426, 23067, 3611, 55193, 134430, 22938, 8091, 5531, 8607, 3619, 8233, 10155, 9775, 688, 5424, 54962, 5425, 11128, 5557, 11066, 121274, 4796, 10556, 5822, 102724159, 84285, 5440, 56254, 4931, 8266, 4175, 5711, 94032, 79058, 56915, 9040, 8405, 86, 23383, 6232, 466, 6618, 2011, 6749, 5983, 353, 9442, 9443, 5347, 23397, 6118, 8295, 55656, 6119, 144108, 9837, 2029, 9968, 10614, 1399, 10488, 64121}"
89,Cells_RadialDistribution_FracAtD_mito_tubeness_9of20,133,107,GO:0042274,ribosomal small subunit biogenesis,biological_process,2.104868487437521e-22,2.5130024871516564e-18,17,106,72,"{10528, 6210, 55781, 23160, 27340, 27341, 57647, 10607, 6193, 84946, 6228, 6230, 6232, 6201, 57050, 27292, 5822}"
90,Cells_RadialDistribution_FracAtD_mito_tubeness_9of20,133,107,GO:0032040,small-subunit processome,cellular_component,1.4551324280404057e-20,2.5304752923622655e-17,16,106,74,"{10528, 6210, 55781, 23160, 27340, 27341, 57647, 10607, 6193, 84946, 6228, 6230, 6232, 6201, 57050, 27292, 5822}"
91,Cells_RadialDistribution_FracAtD_mito_tubeness_9of20,133,107,GO:0003723,RNA binding,molecular_function,3.829157306971721e-14,1.672958827415945e-10,36,106,1389,"{10528, 6210, 55781, 23160, 27340, 27341, 57647, 10607, 6193, 84946, 6228, 6230, 6232, 6201, 57050, 27292, 5822}"
92,Cells_RadialDistribution_MeanFrac_Mito_4of4,28,26,GO:0006413,translational initiation,biological_process,2.0072299377742239e-10,2.396431822708646e-06,6,26,54,"{1964, 1968, 8661, 1977, 8892, 84285}"
93,Cells_RadialDistribution_MeanFrac_Mito_4of4,28,26,GO:0003743,translation initiation factor activity,molecular_function,1.5701244304527527e-10,6.859873636648077e-07,6,26,51,"{1964, 1968, 8661, 1977, 8892, 84285}"
94,Cells_RadialDistribution_RadialCV_mito_tubeness_11of20,41,39,GO:0042274,ribosomal small subunit biogenesis,biological_process,7.0795001695049625e-16,8.452215252371976e-12,10,38,72,"{6208, 51077, 10171, 56902, 88745, 10607, 23160, 65083, 27292, 134430}"
95,Cells_RadialDistribution_RadialCV_mito_tubeness_11of20,41,39,GO:0032040,small-subunit processome,cellular_component,8.208129449771945e-16,1.4273937113153412e-12,10,38,74,"{6208, 51077, 10171, 56902, 88745, 10607, 23160, 65083, 27292, 134430}"
96,Cells_RadialDistribution_RadialCV_mito_tubeness_13of16,332,280,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.6423331325191003e-10,1.960781526914554e-06,13,268,72,"{84128, 6209, 56902, 84135, 23160, 57647, 84946, 51096, 11103, 6232, 6203, 134430, 102724159}"
97,Cells_RadialDistribution_RadialCV_mito_tubeness_14of16,60,54,GO:0042274,ribosomal small subunit biogenesis,biological_process,9.415531316871317e-11,1.1241202839212667e-06,8,54,72,"{84128, 6209, 23160, 6193, 51602, 6228, 51096, 57050}"
98,Cells_RadialDistribution_RadialCV_mito_tubeness_14of16,60,54,GO:0005730,nucleolus,cellular_component,8.438071276358215e-13,1.4673805949586935e-09,20,54,1357,"{84128, 6209, 23160, 6193, 51602, 6228, 51096, 57050}"
99,Cells_RadialDistribution_RadialCV_mito_tubeness_14of16,60,54,GO:0032040,small-subunit processome,cellular_component,1.0565136833728492e-10,9.186386476926924e-08,8,54,74,"{84128, 6209, 23160, 6193, 51602, 6228, 51096, 57050}"
100,Cells_RadialDistribution_RadialCV_mito_tubeness_16of16,107,98,GO:0005654,nucleoplasm,cellular_component,3.9003682278576116e-11,6.782740348244386e-08,52,96,3887,"{5889, 11017, 9739, 6923, 2958, 8208, 11284, 11157, 6426, 51742, 79142, 2091, 26155, 814, 83892, 5557, 112950, 9785, 10171, 26173, 85437, 55234, 10051, 51529, 79050, 90441, 4175, 4176, 5457, 6228, 8405, 86, 57819, 23644, 83932, 6878, 9439, 3297, 9441, 994, 57703, 55656, 6119, 3178, 144108, 9837, 10607, 6775, 23160, 89849, 9978, 55167}"
101,Cells_RadialDistribution_RadialCV_mito_tubeness_9of20,141,120,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.9188550606782516e-12,2.2909210569437646e-08,11,110,72,"{6210, 51077, 23160, 27340, 27341, 84946, 6230, 6232, 57050, 6203, 5822}"
102,Cells_RadialDistribution_RadialCV_mito_tubeness_9of20,141,120,GO:0032040,small-subunit processome,cellular_component,6.29946129761441e-11,1.0954763196551459e-07,10,110,74,"{6210, 51077, 23160, 27340, 27341, 84946, 6230, 6232, 57050, 6203, 5822}"
103,Cells_Texture_AngularSecondMoment_Mito_10_01_256,41,38,GO:0042274,ribosomal small subunit biogenesis,biological_process,2.9861255822332807e-10,3.565135332628314e-06,7,38,72,"{10885, 23160, 92856, 65083, 57050, 10171, 134430}"
104,Cells_Texture_AngularSecondMoment_Mito_10_01_256,41,38,GO:0032040,small-subunit processome,cellular_component,7.098930762671855e-14,1.2345040596286356e-10,9,38,74,"{10885, 23160, 92856, 65083, 57050, 10171, 134430}"
105,Cells_Texture_AngularSecondMoment_Mito_10_03_256,38,36,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.989189672012594e-10,2.374893549415836e-06,7,36,72,"{10885, 23160, 6228, 92856, 65083, 10171, 134430}"
106,Cells_Texture_AngularSecondMoment_Mito_10_03_256,38,36,GO:0032040,small-subunit processome,cellular_component,2.1998799443547598e-10,3.8255912232329273e-07,7,36,74,"{10885, 23160, 6228, 92856, 65083, 10171, 134430}"
107,Cells_Texture_AngularSecondMoment_Mito_20_00_256,296,257,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.3086532899528162e-14,1.5624011628746673e-10,16,250,72,"{84128, 10885, 56902, 51077, 55781, 92856, 57647, 10607, 6228, 10199, 23160, 57050, 10171, 27292, 5822, 134430}"
108,Cells_Texture_AngularSecondMoment_Mito_20_00_256,296,257,GO:0032040,small-subunit processome,cellular_component,1.659179097518846e-14,2.8853124505852732e-11,16,250,74,"{84128, 10885, 56902, 51077, 55781, 92856, 57647, 10607, 6228, 10199, 23160, 57050, 10171, 27292, 5822, 134430}"
109,Cells_Texture_AngularSecondMoment_Phalloidin_10_01_256,309,261,GO:0006364,rRNA processing,biological_process,2.506417202947155e-11,2.9924114985986085e-07,16,257,115,"{51367, 84135, 88745, 79050, 54663, 51575, 9045, 6230, 23223, 92856, 51096, 6234, 65083, 10556, 1662, 55035}"
110,Cells_Texture_AngularSecondMoment_Phalloidin_10_01_256,309,261,GO:0042274,ribosomal small subunit biogenesis,biological_process,9.764783382089632e-11,5.829087439938406e-07,13,257,72,"{51367, 84135, 88745, 79050, 54663, 51575, 9045, 6230, 23223, 92856, 51096, 6234, 65083, 10556, 1662, 55035}"
111,Cells_Texture_AngularSecondMoment_Phalloidin_10_01_256,309,261,GO:0032040,small-subunit processome,cellular_component,1.174633967236434e-10,2.0426884690241586e-07,13,257,74,"{51367, 84135, 88745, 79050, 54663, 51575, 9045, 6230, 23223, 92856, 51096, 6234, 65083, 10556, 1662, 55035}"
112,Cells_Texture_AngularSecondMoment_Phalloidin_10_01_256,309,261,GO:0003723,RNA binding,molecular_function,9.387059308811604e-10,4.10120621201979e-06,52,257,1389,"{51367, 84135, 88745, 79050, 54663, 51575, 9045, 6230, 23223, 92856, 51096, 6234, 65083, 10556, 1662, 55035}"
113,Cells_Texture_Contrast_DAPI_Painting_20_00_256,62,58,GO:0042274,ribosomal small subunit biogenesis,biological_process,3.787721603514199e-12,4.5221608224356026e-08,9,58,72,"{6210, 10885, 55781, 2091, 84946, 10199, 23160, 57050, 10171}"
114,Cells_Texture_Contrast_DAPI_Painting_20_00_256,62,58,GO:1900264,positive regulation of DNA-directed DNA polymerase activity,biological_process,6.866141953888683e-10,4.09874343937385e-06,5,58,13,"{6210, 10885, 55781, 2091, 84946, 10199, 23160, 57050, 10171}"
115,Cells_Texture_Contrast_DAPI_Painting_20_00_256,62,58,GO:0005654,nucleoplasm,cellular_component,6.484414283958681e-13,1.1276396439804145e-09,39,58,3887,"{6210, 10885, 55781, 2091, 84946, 10199, 23160, 57050, 10171}"
116,Cells_Texture_Contrast_DAPI_Painting_20_02_256,92,83,GO:0042274,ribosomal small subunit biogenesis,biological_process,3.110898167653436e-12,3.714101322361437e-08,10,83,72,"{55813, 56902, 84135, 51077, 55781, 2091, 26574, 6229, 65083, 11103}"
117,Cells_Texture_Contrast_DAPI_Painting_20_02_256,92,83,GO:0005654,nucleoplasm,cellular_component,2.3746330028983357e-13,4.1294867920402056e-10,50,83,3887,"{55813, 56902, 84135, 51077, 55781, 2091, 26574, 6229, 65083, 11103}"
118,Cells_Texture_Contrast_DAPI_Painting_20_02_256,92,83,GO:0005730,nucleolus,cellular_component,2.2262197312089914e-12,1.935698056286218e-09,24,83,1357,"{55813, 56902, 84135, 51077, 55781, 2091, 26574, 6229, 65083, 11103}"
119,Cells_Texture_Contrast_DAPI_Painting_20_02_256,92,83,GO:0032040,small-subunit processome,cellular_component,1.2182337187354875e-10,7.061694789603376e-08,9,83,74,"{55813, 56902, 84135, 51077, 55781, 2091, 26574, 6229, 65083, 11103}"
120,Cells_Texture_Contrast_DAPI_Painting_20_02_256,92,83,GO:0003723,RNA binding,molecular_function,3.144828099916771e-11,1.3739753968536373e-07,28,83,1389,"{55813, 56902, 84135, 51077, 55781, 2091, 26574, 6229, 65083, 11103}"
121,Cells_Texture_Contrast_DAPI_Painting_5_00_256,458,409,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.6354889304517174e-26,1.9526102340663054e-22,28,405,72,"{55813, 10885, 83732, 51096, 27292, 134430, 84128, 2091, 57647, 64434, 92856, 6201, 128061, 5822, 102724159, 56902, 6218, 27340, 51406, 6223, 55127, 10199, 57050, 11103, 55272, 10607, 23160, 25983}"
122,Cells_Texture_Contrast_DAPI_Painting_5_00_256,458,409,GO:0006364,rRNA processing,biological_process,2.828288714411468e-18,1.688346948067926e-14,26,405,115,"{55813, 10885, 83732, 51096, 27292, 134430, 84128, 2091, 57647, 64434, 92856, 6201, 128061, 5822, 102724159, 56902, 6218, 27340, 51406, 6223, 55127, 10199, 57050, 11103, 55272, 10607, 23160, 25983}"
123,Cells_Texture_Contrast_DAPI_Painting_5_00_256,458,409,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process,2.4273352636012366e-10,9.659985237378387e-07,10,405,27,"{55813, 10885, 83732, 51096, 27292, 134430, 84128, 2091, 57647, 64434, 92856, 6201, 128061, 5822, 102724159, 56902, 6218, 27340, 51406, 6223, 55127, 10199, 57050, 11103, 55272, 10607, 23160, 25983}"
124,Cells_Texture_Contrast_DAPI_Painting_5_00_256,458,409,GO:0006281,DNA repair,biological_process,1.4118312208104514e-09,4.213963236313995e-06,25,405,245,"{55813, 10885, 83732, 51096, 27292, 134430, 84128, 2091, 57647, 64434, 92856, 6201, 128061, 5822, 102724159, 56902, 6218, 27340, 51406, 6223, 55127, 10199, 57050, 11103, 55272, 10607, 23160, 25983}"
125,Cells_Texture_Contrast_DAPI_Painting_5_00_256,458,409,GO:0005654,nucleoplasm,cellular_component,3.7626296840577716e-31,6.543213020576465e-28,198,405,3887,"{55813, 10885, 83732, 51096, 27292, 134430, 84128, 2091, 57647, 64434, 92856, 6201, 128061, 5822, 102724159, 56902, 6218, 27340, 51406, 6223, 55127, 10199, 57050, 11103, 55272, 10607, 23160, 25983}"
126,Cells_Texture_Contrast_DAPI_Painting_5_00_256,458,409,GO:0032040,small-subunit processome,cellular_component,9.67267190580105e-28,8.410388222094012e-25,29,405,74,"{55813, 10885, 83732, 51096, 27292, 134430, 84128, 2091, 57647, 64434, 92856, 6201, 128061, 5822, 102724159, 56902, 6218, 27340, 51406, 6223, 55127, 10199, 57050, 11103, 55272, 10607, 23160, 25983}"
127,Cells_Texture_Contrast_DAPI_Painting_5_00_256,458,409,GO:0005730,nucleolus,cellular_component,1.1649867473120148e-24,6.753039845251979e-22,78,405,1357,"{55813, 10885, 83732, 51096, 27292, 134430, 84128, 2091, 57647, 64434, 92856, 6201, 128061, 5822, 102724159, 56902, 6218, 27340, 51406, 6223, 55127, 10199, 57050, 11103, 55272, 10607, 23160, 25983}"
128,Cells_Texture_Contrast_DAPI_Painting_5_00_256,458,409,GO:0005634,nucleus,cellular_component,8.294452909040209e-15,3.6060134022052306e-12,197,405,5616,"{55813, 10885, 83732, 51096, 27292, 134430, 84128, 2091, 57647, 64434, 92856, 6201, 128061, 5822, 102724159, 56902, 6218, 27340, 51406, 6223, 55127, 10199, 57050, 11103, 55272, 10607, 23160, 25983}"
129,Cells_Texture_Contrast_DAPI_Painting_5_00_256,458,409,GO:0034388,Pwp2p-containing subcomplex of 90S preribosome,cellular_component,2.6578819549358616e-10,9.244113439266926e-08,6,405,6,"{55813, 10885, 83732, 51096, 27292, 134430, 84128, 2091, 57647, 64434, 92856, 6201, 128061, 5822, 102724159, 56902, 6218, 27340, 51406, 6223, 55127, 10199, 57050, 11103, 55272, 10607, 23160, 25983}"
130,Cells_Texture_Contrast_DAPI_Painting_5_00_256,458,409,GO:0003723,RNA binding,molecular_function,1.5072323385285332e-29,6.585098087031162e-26,108,405,1389,"{55813, 10885, 83732, 51096, 27292, 134430, 84128, 2091, 57647, 64434, 92856, 6201, 128061, 5822, 102724159, 56902, 6218, 27340, 51406, 6223, 55127, 10199, 57050, 11103, 55272, 10607, 23160, 25983}"
131,Cells_Texture_Contrast_DAPI_Painting_5_00_256,458,409,GO:0016887,ATP hydrolysis activity,molecular_function,6.95303208468656e-10,1.5188898588997792e-06,31,405,380,"{55813, 10885, 83732, 51096, 27292, 134430, 84128, 2091, 57647, 64434, 92856, 6201, 128061, 5822, 102724159, 56902, 6218, 27340, 51406, 6223, 55127, 10199, 57050, 11103, 55272, 10607, 23160, 25983}"
132,Cells_Texture_Contrast_DAPI_Painting_5_01_256,552,488,GO:0042274,ribosomal small subunit biogenesis,biological_process,3.566576101858948e-33,4.2581352080093984e-29,34,475,72,"{55813, 10885, 51602, 51096, 8602, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 92856, 6201, 6205, 128061, 102724159, 6209, 56902, 6218, 27340, 51406, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
133,Cells_Texture_Contrast_DAPI_Painting_5_01_256,552,488,GO:0006364,rRNA processing,biological_process,3.754454306431482e-23,2.241221498224273e-19,32,475,115,"{55813, 10885, 51602, 51096, 8602, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 92856, 6201, 6205, 128061, 102724159, 6209, 56902, 6218, 27340, 51406, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
134,Cells_Texture_Contrast_DAPI_Painting_5_01_256,552,488,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process,1.638103542848874e-12,6.519106066024236e-09,12,475,27,"{55813, 10885, 51602, 51096, 8602, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 92856, 6201, 6205, 128061, 102724159, 6209, 56902, 6218, 27340, 51406, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
135,Cells_Texture_Contrast_DAPI_Painting_5_01_256,552,488,GO:0051123,RNA polymerase II preinitiation complex assembly,biological_process,9.85780788158294e-11,2.412762468443171e-07,14,475,61,"{55813, 10885, 51602, 51096, 8602, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 92856, 6201, 6205, 128061, 102724159, 6209, 56902, 6218, 27340, 51406, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
136,Cells_Texture_Contrast_DAPI_Painting_5_01_256,552,488,GO:0060261,positive regulation of transcription initiation by RNA polymerase II,biological_process,1.0104541705516252e-10,2.412762468443171e-07,15,475,58,"{55813, 10885, 51602, 51096, 8602, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 92856, 6201, 6205, 128061, 102724159, 6209, 56902, 6218, 27340, 51406, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
137,Cells_Texture_Contrast_DAPI_Painting_5_01_256,552,488,GO:1900264,positive regulation of DNA-directed DNA polymerase activity,biological_process,6.834372672911867e-10,1.3599262556982463e-06,8,475,13,"{55813, 10885, 51602, 51096, 8602, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 92856, 6201, 6205, 128061, 102724159, 6209, 56902, 6218, 27340, 51406, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
138,Cells_Texture_Contrast_DAPI_Painting_5_01_256,552,488,GO:0032968,positive regulation of transcription elongation by RNA polymerase II,biological_process,1.2849697015278922e-09,2.1916076095059293e-06,13,475,49,"{55813, 10885, 51602, 51096, 8602, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 92856, 6201, 6205, 128061, 102724159, 6209, 56902, 6218, 27340, 51406, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
139,Cells_Texture_Contrast_DAPI_Painting_5_01_256,552,488,GO:0005654,nucleoplasm,cellular_component,2.5773708212048986e-35,4.482047858075319e-32,230,475,3887,"{55813, 10885, 51602, 51096, 8602, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 92856, 6201, 6205, 128061, 102724159, 6209, 56902, 6218, 27340, 51406, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
140,Cells_Texture_Contrast_DAPI_Painting_5_01_256,552,488,GO:0032040,small-subunit processome,cellular_component,1.9960293572735816e-31,1.7355475261493792e-28,33,475,74,"{55813, 10885, 51602, 51096, 8602, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 92856, 6201, 6205, 128061, 102724159, 6209, 56902, 6218, 27340, 51406, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
141,Cells_Texture_Contrast_DAPI_Painting_5_01_256,552,488,GO:0005730,nucleolus,cellular_component,3.6091759556588e-25,2.0921189956302178e-22,86,475,1357,"{55813, 10885, 51602, 51096, 8602, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 92856, 6201, 6205, 128061, 102724159, 6209, 56902, 6218, 27340, 51406, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
142,Cells_Texture_Contrast_DAPI_Painting_5_01_256,552,488,GO:0005634,nucleus,cellular_component,1.9651786353838865e-15,8.543614117331446e-13,226,475,5616,"{55813, 10885, 51602, 51096, 8602, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 92856, 6201, 6205, 128061, 102724159, 6209, 56902, 6218, 27340, 51406, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
143,Cells_Texture_Contrast_DAPI_Painting_5_01_256,552,488,GO:0016592,mediator complex,cellular_component,4.2076422207264023e-10,1.4634179643686426e-07,12,475,38,"{55813, 10885, 51602, 51096, 8602, 27292, 134430, 84128, 10528, 84135, 88745, 2091, 57647, 92856, 6201, 6205, 128061, 102724159, 6209, 56902, 6218, 27340, 51406, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
